OnettTheme.mp3
25,30
11,11,11,11,11,11,11,11,21,11,11,21,11,11,21,21,11,21,21,21,11,21,21,21,21
11,11,11,11,11,11,11,11,11,21,11,21,21,21,11,21,21,11,21,21,21,21,21,21,21
11,11,20,20,20,20,20,20,20,20,20,23,20,23,23,23,21,23,23,23,23,23,23,21,21
11,11,20,12,20,20,20,20,20,23,23,23,20,23,23,23,21,23,23,23,22,23,23,21,21
6,20,20,20,20,20,20,20,12,23,12,20,12,12,23,23,21,23,24,21,21,21,21,21,21
11,11,20,12,20,12,20,20,20,20,20,20,12,20,23,23,21,23,23,21,23,23,23,21,21
11,11,20,20,20,20,20,12,20,20,23,20,23,23,20,23,21,23,23,-1,22,23,22,23,5
11,11,14,14,14,20,20,20,23,20,23,20,23,23,23,23,21,23,23,21,23,23,23,21,21
11,11,20,20,20,11,11,11,11,11,21,21,11,21,21,21,21,23,23,21,21,21,21,21,21
11,11,11,12,11,11,20,20,20,12,20,23,22,22,22,23,21,23,23,23,23,23,23,21,21
11,11,20,20,20,20,14,20,14,20,24,20,14,23,24,23,24,23,23,23,23,23,22,21,21
11,11,20,12,20,14,12,14,20,24,23,14,23,24,22,24,23,23,23,23,23,23,23,21,21
11,11,20,20,12,20,14,20,14,23,24,20,24,23,24,23,24,23,23,23,23,22,23,21,21
11,11,20,20,20,14,20,14,12,14,23,14,23,24,22,24,23,23,23,23,22,23,23,21,21
11,11,12,20,20,20,14,20,14,23,24,20,24,23,24,22,24,23,23,23,22,23,23,21,21
11,11,20,20,20,14,20,14,20,24,20,24,23,24,22,24,23,23,23,23,23,22,23,21,21
11,11,20,20,20,20,14,20,14,12,14,20,14,23,24,23,24,23,23,22,22,23,23,21,21
11,11,20,12,20,14,20,14,12,14,20,24,23,24,23,24,23,23,23,23,23,23,23,21,21
11,11,20,12,20,20,14,20,14,23,24,22,24,23,24,23,24,23,23,22,32,23,23,21,21
11,11,20,12,12,14,20,14,20,24,20,14,23,24,22,24,23,23,23,23,22,23,23,21,21
11,11,20,20,12,20,14,12,14,20,14,20,24,23,24,23,24,23,23,23,22,23,23,21,21
11,11,20,20,20,14,20,14,20,14,20,14,23,24,22,24,23,23,23,23,23,23,23,21,21
11,11,20,20,20,20,14,23,14,20,14,22,14,23,24,23,24,23,23,23,23,23,23,21,21
11,11,20,12,12,14,12,14,20,24,20,24,23,24,22,24,23,23,23,23,23,23,23,21,21
11,11,20,20,20,11,20,12,12,20,20,20,23,22,23,23,21,23,23,23,22,23,23,21,21
11,11,20,22,20,11,11,11,21,21,11,11,11,21,21,21,21,23,22,23,22,23,23,21,21
11,11,20,20,12,20,12,20,12,20,23,20,23,23,22,23,21,23,23,23,23,23,23,21,21
11,11,20,20,20,20,20,23,23,22,23,23,23,12,23,23,11,23,23,23,23,23,23,21,21
11,11,11,21,11,11,11,21,11,11,21,11,21,11,21,21,21,11,21,21,21,21,21,21,21
11,11,11,11,11,11,11,11,21,21,11,11,11,11,21,21,21,21,21,11,21,21,21,21,21
