OnettTheme.mp3
25,30
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
21,21,22,23,23,23,23,23,23,23,23,23,21,23,23,23,23,23,23,22,22,22,23,21,21
21,21,22,23,23,23,23,23,23,23,23,23,21,23,23,23,23,22,22,23,22,22,23,21,21
21,21,23,22,23,24,23,23,23,23,23,21,21,21,23,23,23,22,22,24,22,22,23,21,21
21,21,23,32,22,22,22,23,23,23,21,21,21,21,21,22,22,22,22,22,22,23,23,21,21
21,21,23,23,23,23,23,23,23,23,23,21,21,21,23,22,22,23,22,23,23,22,23,21,21
21,21,23,23,23,23,23,23,23,23,21,22,21,23,21,23,22,23,23,22,22,23,22,21,21
21,21,21,23,21,21,21,23,21,-1,21,23,21,23,21,-1,21,23,21,21,21,23,21,21,21
21,21,22,23,23,22,23,21,-1,23,23,23,21,23,22,23,-1,21,23,23,23,23,23,21,21
21,21,23,22,23,23,23,21,23,23,23,23,21,23,23,23,23,21,23,23,23,22,23,21,21
21,21,22,23,22,23,22,21,23,21,23,23,21,23,23,21,23,21,23,23,23,23,23,21,21
21,21,23,23,23,23,21,23,23,23,23,21,23,21,23,23,23,23,21,23,22,22,23,21,21
21,21,23,23,23,-1,21,23,22,23,22,22,23,23,22,22,23,23,21,-1,23,23,23,21,21
21,21,21,21,21,23,21,22,24,24,24,24,24,24,24,24,24,23,21,23,21,21,21,21,21
21,21,23,22,23,23,23,21,23,24,23,23,23,23,23,24,23,21,23,23,23,23,23,21,21
21,21,22,22,22,22,23,21,23,21,21,22,23,23,21,21,23,21,22,22,23,23,22,21,21
21,21,23,22,22,22,23,23,21,23,23,21,23,21,23,23,21,23,23,22,23,22,23,21,21
21,21,23,22,22,23,23,23,21,23,24,23,23,23,24,23,21,22,23,22,22,22,23,21,21
21,21,22,22,23,23,23,23,21,23,24,24,24,24,24,23,21,23,22,22,22,22,23,21,21
21,21,23,23,23,23,22,22,22,21,23,24,23,24,23,21,23,23,23,22,22,22,22,21,21
21,21,23,23,21,23,22,22,23,23,21,23,23,23,21,23,23,23,22,23,21,22,22,21,21
21,21,23,23,21,23,23,22,23,23,23,21,22,21,22,23,22,23,23,23,21,22,22,21,21
21,21,23,24,21,23,21,21,21,23,21,21,23,21,21,23,21,21,21,23,21,24,23,21,21
21,21,23,23,21,21,23,23,23,21,22,23,23,23,23,21,22,21,23,23,21,23,22,21,21
21,21,22,22,21,23,23,21,23,23,21,24,24,24,21,23,23,21,23,23,21,23,22,21,21
21,21,21,-1,21,23,22,21,23,22,23,23,23,23,23,23,23,21,23,22,21,21,21,21,21
6,23,23,23,23,23,22,21,23,23,23,23,22,22,23,23,23,21,22,23,-1,23,23,23,5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
