OnettTheme.mp3
25,30
1,1,11,1,1,1,11,1,1,1,1,1,11,1,1,1,1,11,1,1,1,1,1,11,1
1,1,1,1,1,11,11,1,11,1,11,1,1,1,1,11,1,11,1,1,11,11,1,1,11
11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11
1,1,0,0,0,2,2,0,2,0,2,0,1,0,0,0,20,0,2,0,0,20,0,11,11
1,1,0,0,2,0,2,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,11
1,11,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,20,20,0,0,11,11
1,1,1,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,20,2,2,2,0,1,11
1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,2,0,0,0,11,11
1,1,0,2,0,0,0,1,0,0,2,0,11,0,1,2,1,20,0,0,0,0,0,11,11
1,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,11,0,0,0,0,20,20,11,11
1,1,0,0,4,0,0,1,0,0,-1,0,20,1,0,20,0,1,0,0,0,20,20,11,11
1,1,0,2,4,0,0,1,0,11,0,0,0,0,20,0,0,0,0,10,0,20,20,11,11
1,1,0,2,4,0,0,0,1,0,0,20,20,0,2,0,0,0,0,10,0,12,20,1,11
1,1,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,20,0,20,0,20,20,11,11
1,1,0,2,0,0,1,0,0,0,0,12,0,3,0,0,20,0,20,0,0,20,20,1,11
1,1,1,1,1,1,0,0,20,0,20,0,0,0,2,20,0,0,0,0,0,0,20,1,1
6,0,0,0,0,2,2,20,0,0,0,0,20,20,0,0,0,0,0,0,12,12,20,11,11
1,1,0,0,2,2,0,0,2,0,0,12,0,20,0,0,0,0,0,0,12,20,20,11,11
1,11,1,1,1,1,1,1,1,20,20,20,20,20,20,0,0,0,0,20,20,20,20,11,11
1,1,20,20,20,20,20,20,20,1,1,1,11,11,20,20,0,12,12,0,20,20,20,11,11
1,1,12,20,20,12,20,20,12,1,20,20,20,20,11,20,20,0,0,0,20,20,20,11,11
11,1,12,20,20,12,20,12,20,-1,20,20,20,20,20,-1,20,20,20,20,20,20,20,11,11
1,1,20,20,20,20,20,20,20,11,20,20,0,20,20,20,11,11,1,11,11,11,11,11,11
1,11,20,20,12,20,20,12,20,11,20,0,20,20,20,20,20,20,20,20,20,20,20,11,11
1,1,20,20,20,20,20,20,20,1,20,0,20,12,20,20,12,20,20,20,20,20,20,11,11
1,11,20,12,20,14,14,20,12,1,20,0,12,12,20,20,20,20,20,11,11,11,1,11,11
1,1,20,20,20,20,20,20,20,11,20,20,20,20,20,20,20,20,-1,-1,-1,20,20,20,5
11,1,12,20,20,20,20,12,20,1,20,20,20,20,20,20,20,20,20,11,20,20,20,11,11
1,1,1,1,1,1,1,1,11,11,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11
1,1,11,11,11,1,11,11,1,11,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11
